RWC5R2HJ7NKKSIRRIQGB3BDWHLIJTQQY | Krokodil | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierfigur aus Ton | Brasilien; Mato Grosso; Berlin
B2HKSO54AOMCT3GPQPTXN5PJMPLRNTJ3 | Zensur des Theaterstücks: Das kleine Krokodil, Posse in 3 Akten, nach dem Franz. des Siraudin und Labiche, von W. Ascher. Manuskript-Druck. Verlag Dr. O. F. Eirch, Wien bzw. für Deutschland: Felix Bloch Erben, Berlin. Genehmigt: 03.12.1891 Residenz-Theater | Landesarchiv Berlin | Archivale | 
3DKTLC26QHJ3TYNBPKBEVBVRDFY7GLZG | Uncle Sam put in his "Bier". Herr O.O. Noodle-Dorfer. "But even this, considering the indifference of the American People for fairness and justice, will only serve as a funeral discourse over the grave of the Republic!" : ein Krokodil, das Oswald Ottendorfer darstellt, hat Uncle Sam in einen Bierkrug geworfen | dilibri Rheinland-Pfalz; Landesbibliothekszentrum Rheinland-Pfalz | Abschnitt (Publikation); Buch | [New York]
GIT2ED6D7DBAEGYFXW2KQMPT4XVYLWJY | Über den crocodilus priscus oder ein in Baiern versteint gefundenes schmalkieferiges Krokodil, Gavial der Vorwelt : vorgelesen in der math. phys. Classe d. k. Ak. d. Wiss. am 16. April 1814 | Bayerische Staatsbibliothek | Text | München
RHEJSZHXHYUAKZD4JO3LHFF457OGR6GM | Reiseerzählungen in Einzelausgaben, Bd. 47.. Das Waldröschen oder die Verfolgung rund um die Erde : Roman in 7 Bd.: Bd. 6. Am Teich der Krokodile | Deutsche Nationalbibliothek |  | Herrsching; Frankfurt am Main
BSDRXIOHBQJZVSXYVPHTQRMVFPZXU7IS | [Tafel] 6. [naturgeschichtliches Kupfer] Pag. 132-139. 26. [Der Pfefferfresser, der Kolibri und ein Gürtelthier.] ; 27. [Der Strauß, die Kameelpardel und das Krokodil.] ; 28. [Der Bär, die Schildkröte und der Goldadler.] | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
3XADHZHID5WWCYUS2YXDMMJXWM46TPKI | "Mangroven Sumpf. Regi auf Ysabel." | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Positiv, SW | Regi; Salomonen; Ysabel; Berlin
EGZ2BOZYAGRQPMVBR6L2K25EZWQJ4BNC | Armschmuck "egba" | GRASSI Museum für Völkerkunde zu Leipzig; Staatliche Kunstsammlungen Dresden | Schmuck | Benin; Federal Republic of Nigeria; Dresden
SFOIB543U675CW7AHOPKVGGDRAGCRFW3 | Szenenbild aus "Einstein" von Paul Dessau : Szenenbild aus "Einstein", Oper von Paul Dessau mit Text von Karl Mickel (unter musikalischer Leitung von Otmar Suitner und in der Regie von Ruth Berghaus). Deutsche Staatsoper Berlin, Uraufführung 16.02.1974. Szene Intermezzo I mit dem Krokodil E. Treu und dem gefesselten Hans Wurst (Horst Hiestermann) auf der Felsenkanzel | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Berlin
ZDD47WCADIOO62HKN564DBPF4RD5PVQO | Krokodil im Schwanensee : Tanz in Deutschland seit 1945 ; [Buch zur gleichnamigen Ausstellung mit Begleitprogramm in der Akademie der Künste, Berlin, 3. Oktober - 30. November 2003] | Deutsche Nationalbibliothek | Ausstellung; Ausstellungskatalog | Deutschland; Frankfurt a.M.; Frankfurt am Main
QTIRNNDMKRM4ERLAD2QVWG3442NDYKI4 | verziertes Straußenei | digiCULT-Verbund eG; Nordfriesland Museum. Nissenhaus | Straußenei (verziert) | Ägypten
IY2CZN7KZRCOMS4WZ4DWADXCBL3TZSEP | Krokodile auf dem Schienenstrang : Vortrag, gehalten am 24. November 1978 anläßlich der Eröffnung der Sonderausstellung im Verkehrshaus der Schweiz, Luzern = Crocodiles sur rail = Crocodiles on rail | Deutsche Nationalbibliothek |  | Luzern; Frankfurt am Main
KLGAZZL3WQBBG4363BLXUH6ZDBUKLC3J | Havarieakten: Kollision Landungsschiff KROKODIL und Tender ELBE am 20. Sept. 1969, Torpedoverlust Zerstörer Z 4 am 6. Dez. 1969, Minenverluste während des Manövers NORTHERN WEDDING 1970 | Bundesarchiv | Akte | 
7U5TO6IAJ6ZDGL45733PHQHDFSRAIHPS | Tierskulptur in Form eines Kokodils | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierskulptur in Form eines Kokodils | Demokratische Republik Kongo; Oberer Djuma; Berlin
5LGPQ2IPZPBLLZSDMCTGNKRMEMZD55HB | Havarieakten: Kollision Schnelle Minensuchboote KREBS und REGULUS am 3. Nov. 1970, Notanlegemanöver Landungsschiff KROKODIL an Brücke am 3. Aug. 1970, Grundberührung Schulboot KW 8 am 3. Nov. 1970 | Bundesarchiv | Akte | 
FLFC4BFUEXBOPRZHY5BGYOX5YFQAQVK2 | Steinsockel mit hundeköpfigem Gott, der auf Krokodil steht (le Dieu Anubis). (Die Griechen verglichen Anubis mit ihrem Hermes; in römischer Kaiserzeit wird Anubis hundsköpfig mit Attributen des Hermes dargestellt), Kupferstich, 32 x 18,5 cm | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | 
MYW6JAQQNDQE6EVI3UTX7DOUAKAOXU5C | Aus der Morgendämmerung: pferdejagende Krokodile und Riesenvögel : neueste Forschungsergebnisse zur eozänen Welt Deutschlands vor ca. 45 Millionen Jahren ; Begleitband zur gleichnamigen Ausstellung in der Nationalen Akademie der Wissenschaften Leopoldina vom 6. März bis 29. Mai 2015 in Halle (Saale), Deutschland = Gaining ground: horse-hunting crocodiles and giant birds | Deutsche Nationalbibliothek | Konferenzschrift | Geiseltal; Halle (Saale); Frankfurt am Main
ZGH3X7YO6BX7HHTXZNA3I3M4HXXF772Z | Die Lehre des Krokodils : Der Gong ist riesig, und Rayan, das Mädchen, ist klein. Sie probt für eine Mini-Oper. Wo sie aufwächst, in einem Problemkiez von Kreuzberg, ist so ein Projekt mehr als Musik. "Das ist so anstrengend", sagt sie. Die Geschichte eines versteckten Talents | Digitales Deutsches Frauenarchiv; belladonna Kultur, Bildung und Wirtschaft für Frauen e.V. / Bremer Frauenarchiv und Dokumentationszentrum belladonna | Artikel | 
KLJTDBDYI6LASWLJMEIYP6J5TVZW27Q6 | Gelbguss Tanzschwert | Museen Freiburg | Schwert | Afrika; Benin; Freiburg
ZPBTL27OSS33EKZ4M7XL6TOASYHHG3YN | A. Riebeck'sche Montanwerke AG Halle.- Verleihungsurkunden: Mutungen Polkern I: Aal, Auster, Flunder, Forelle, Goldfisch, Hecht, Hering, Karpfen, Keiler, Krebs, Krokodil, Lachs, Neunauge, Ochsenkopf, Schellfisch, Schleie, Schwalbe, Steinbutt, Zander | Bundesarchiv | Akte | 
ERGQIGGCYJI5EOZNFCXVDN6J45LAHYPT | Beschreibung des Frazes u. der Jagd der merkwürdigen Riesen Krokodil-Familie, beste Hand aus acht Stücken im Gewichte von 1200 Pfund... welche dem Publikum in dieser Stadt von den Eigenthümern Advinent et Coechi... zur Schau gestellt werden | Bayerische Staatsbibliothek | Text | Augsb.; München
L5CFPOWO66MJQWY3ZAMOMGUR32VGDLCJ | Über den crocodilus priscus oder ein in Baiern versteint gefundenes schmalkieferiges Krokodil, Gavial der Vorwelt : vorgelesen in der math. phys. Classe d. k. Ak. d. Wiss. am 16. April 1814 | Deutsche Nationalbibliothek |  | München; Frankfurt am Main
MVRYKAAMNKTFNLYNKKXTRMARE27KEQTH | Tübinger Jazz & Klassik Tage : in der Bar zum Krokodil ; das Bild der Frau im frühen Schlager, verziert mit Evergreens der Kaffeehausmusik ; Katharina Zerres und die Tübinger Saloniker ; 21.10.2010, Casino Tübingen | Stadtarchiv Tübingen | Plakate und Flugblätter | 
FJYHZLE7TXGVL5YBF62XLZPFNANKCZCW | Trommelgriff | Übersee-Museum Bremen |  | Bremen
WCIHGNNRRJCHHR7SBP442RABW3GEMQUR | Stundenplan mit Motiven aus dem Märchengarten im Blühenden Barock Ludwigsburg (u. a. Rotkäppchen mit Wolf, Zertanzte Schuhe, Kasperle) und Tieren der Wilhelma (u.a. Giraffe, Nashorn, Krokodil, Stachelschwein, Waschbär, Tiger, Pelikan); Entwurfzeichnung | Landesarchiv Baden-Württemberg | Archivale | 
6ULMGJGINVTSYAUNFI5BFLLNVDISM577 | Das Kameel. Lebt 40 bis 50 Jahr, trägt Lasten von 14 bis 15 Centner 12 bis 15 Meilen weit in einem Tage. ; Das Nilpferd. Im Wasser muß ihm alles weichen, auf den Nilfluß in Egypten hebt es Schiffe in die Höhe und wirft sie um. ; Der Krokodil. Ist 10 bis 12 Ellen lang und am Vorderleibe eine Elle dick, legt jährlich gegen 100 ... von der Größe wie Gänseeyer. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
CXDSH6BWGYWKWNDIYX2JBEIZM6SVYMLH | Das Kameel. Lebt 40 bis 50 Jahre, trägt Lasten von 14 bis 15 Centner 12-15 Meien weit in einem Tage. Das Nilpferd. Im Wasser muß ihm alles weichen, auf dem Nilfluß in Egypten hebt es sogar Schiffe in die Höhe, und wirft sie um. Das Krokodil. Ist 10 bis 12 Ellen lang und am Vorderleibe eine Elle dick, legt jährlich 100 Eier, von der Größe wie Gänseeier. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
AQ5IYGCLOGDVWAUHISYF45PVIAAES62P | The priests and the children : Inschrift der Zeichnung: The american river ganges. Katholische Bischöfe, die Krokodilen ähnlich sehen, steigen aus einem Fluss an das Ufer und bedrohen Kinder, die dort von Mitgliedern des Tammany Rings ausgesetzt wurden (zu S.915.) | dilibri Rheinland-Pfalz; Landesbibliothekszentrum Rheinland-Pfalz | Abschnitt (Publikation); Buch | [New York]
OTW4RD6GIM7VOZL5OBAGLRD7LJ74KXZ7 | Tierskulptur in Form eines Kokodils | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierskulptur in Form eines Kokodils | Demokratische Republik Kongo; Oberer Djuma; Berlin
7MPULGS5DVO4HS5M4VIZMZ7K53EWPEXW | Kriechtiere : [urtümliche Brückenechsen, Kaimane und andere Alligatoren, die Brutpflege der Krokodile, panzerbewehrte Land- und Wasserschildkröten, Geckos und Leguane, wie Eidechsen ihre Körpertemperatur regeln, warum das Chamäleon seine Farbe wechselt, Giftschlangen auf Beutefang] | Deutsche Nationalbibliothek | Kindersachbuch | Gütersloh; Frankfurt am Main
GMBBZRLFSP5BCHBXVEANHZY47CAMFNCZ | Anträge auf Erlaubnis zur Führung der Schankwirtschaft "Zum Krokodil", Tribseer Straße 18, von Ignatz Gorzny, H. Gaase, Witwe Gaase geborene Ecklundt, Geschwister Gaase, Julius Born, Otto Born, Paul Redlin und Emil Unkel | Ariadne – Archivverbund Mecklenburg-Vorpommern; Stadtarchiv der Hansestadt Stralsund | Sachakte | 
XXXY5PFFFJW427F4FQKWOAI6N5QD7H74 | Städtebauliche Genehmigung - Neubau des Huftierhauses, Dickhäuterhauses, Wüstenterrariums, Haus der Krokodile, Kolibris und Riesenschildkröten, Quarantäne-Station, Rekonstruktion des Schlosses und andere bauliche Maßnahmen auf dem Gelände des Tierparkes Berlin im Stadtbezirk Berlin-Lichtenberg | Landesarchiv Berlin | Archivale | Alfred-Kowalke-Str. 21; Am Tierpark 125-135
2EBWBN7YLJGL2AY7M5RRQSSBRTBRTLEP | Türpfosten | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Türpfosten | Bayangam (bei Bandjun, Bandjoun); Kamerun; Berlin
Z2S7ED3FR3FUYYB2QVJ4LIEGKHFGO3BJ | Laqueus Ovenii und Laqueus tympanicus Petrosi, ein Nachtrag zumeiner Schrift : Das Skelet der Krokodilinen; nebst einem Anhange: I, der Laqueus Owenii der Reptilien u. Vögel und sein Verhaeltniss zu deren Cochlea ossea; 2. Bemerkungen über den Krokodil-carpus. Mit 3 Taf. | Bayerische Staatsbibliothek | Text | Wien; München
KNLYG3EAMRV65GMU6WT5ELMLQNEC6ZEP | Bronzeplatte: Krokodilkopf | Linden-Museum Stuttgart Staatliches Museum für Völkerkunde | Relief | Nigeria; Stuttgart
5QWZZ3LFLIDETSHLNX5LMIBASXJWSOPQ | In der Bar zum Krokodil : die Schlagerwelt der zwanziger Jahre ; [im Rahmen der gleichnamigen Ausstellung im Museum Huelsmann, 10. November 2013 - 11. Januar 2015, in Kooperation mit dem Rhein-Kreis Neuss, Kreismuseum Zons] | Deutsche Nationalbibliothek |  | Bielefeld; Frankfurt am Main
7EP4AYBZQMH3T5N63XLB3EXUN4UBKMGT | Artikel: Krokodil im Kanal. Ungelenke Fähren mit Flugzeugmotoren, riesige Schwimmpanzer aus Eisenbeton und Motorboote sollten 1940 England für Hitler einnehmen. Die seltsame Armada fuhr nie los. (In: Nachrichtenmagazin "Der Spiegel", Nr. 29, 1987) | Archive in NRW; Kreis Soest - Kreisarchiv | Archivale | 
LBOA7XHP52AL76Q2TRYMRNA4S7IDZWIJ | Drei DIN A5-Tagebücher ("Diarium") im Buntpapier-Umschlag (grün, rot und schwarz/neongelb), ein hellblaues DIN A6-Blanko-Heft, ein krokodil-ledernes schwarzes Büchlein mit Lasche, im Innenteil mit roten Seiten, unbekannte Herstellerfirma | Stadt- und Stiftsarchiv Aschaffenburg | Archivale | 
6W3ICUWCLHGYLAPFENMO5RLIQCTUVDAE | Begegnung mit einer Hexe; Dreizehn phantastische Tage; Die grünen Kugeln der Krokodile; Xia und Mogona; Einkaufsbummel in Melbourne oder Wie es dazu kam, daß Edna Utmost und ich uns nie einen Zungenkuß gegeben haben | Digitales Deutsches Frauenarchiv; Spinnboden Lesbenarchiv und Bibliothek e.V. | Buch | 
P2REFSOMPVNUPKVUHLD4H6SXWVIUGDYI | Self-presentations. John Bull. "Dear me! who could have put that in my stocking? It must have been that grand old man - Santa Claus." : John Bull liegt im Bett und freut sich darüber, dass ihm Santa Claus das ägyptische Krokodil geschenkt hat | dilibri Rheinland-Pfalz; Landesbibliothekszentrum Rheinland-Pfalz | Abschnitt (Publikation); Bild; Buch | [New York]
XB3AISB2GBUUTZY4ZJWJKGHZW6VO2Z2W | Gerade als das Krokodil seinen schweren Leib aus dem Wasser emporhob, tauchte auch Niam an dem Felsen auf und senkte ihm den Dolch und senkte ihm den Dolch unterhalb des linken Vorderfusses, so tief er konnte, in den Leib hinein. (Seite 95) | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
FJZJDIYAUCE4XILKQ6DDM5QVXM3KAMCL | Tabakpfeifenkopf | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tabakpfeifenkopf | Bamun (Bamum, Mamum, Bamoun, Mamoun, Mamoum); Kamerun; Berlin
5X4Y3RXBBVFMKZHXIZPJ5QUVOYM3GYOK | Tafel III. [Amphibien. Nr. 1. Die geschwärzte Kröte ; Nr. 2 Die gehörnte Kröte ; Nr. 3 Die Pipa ; Nr. 4 Die gemeine europäische Flußschildkröte ; Nr. 5 Die fliegende Eidexe ; Nr. 6 Der Basilisk ; Nr. 7 Das Chamäleon ; Nr. 8 Das Krokodil ; Nr. 9 Die Klapperschlange] | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
FIACH7T56IY4CJGSEIS4VFMXJ4HJCSLC | Horn | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Musikinstrument | Benin; Nigeria; Berlin
4HV2KXHSFCN6T7F4RJGZE7CBHU7DST22 | Schlitztrommel | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Musikinstrument | Bansa; Kamerun; Berlin
4JEMJ7JSBPRNMBY4GHWLXZXG6LC26PXO | Helm aus Krokodilhaut | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Helm aus Krokodilhaut | Berlin
NCH5IFS3EGRY66JI4QLPC4OUEWNZKDZA | Bernhard Sallmann | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Porträt | 
6TW36OVLKSO4EIJ675FOKWW672MDODDW | Serviette mit Verzierungen, Text und Abbildung des Besitzers Georg Lang | Stadtarchiv Nürnberg | Archivale | Krokodil (Gaststätte); Weintraubengasse 2
YDTJLKJHUSTX5TJVMHVR4EQ7PK2XOQWM | Krokodilskopf | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Gürtelmaske | Benin; Nigeria; Berlin
BPKZHN7FSBZJNB6SMNVT7BXPZVIE2TBI | Halsband | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Halsband | Süd-Sudan; Berlin
2YZH6NZCARPCAUF6RUDSCAW43MSNVDDK | Mitgliederverzeichnisse der Gesellschaft | Archive in NRW; Stadtarchiv Münster | Archivale | 
4EWWNZBB5ZE62OFJAF2EG66FTDI5V6RL | Mitglieder | Archive in NRW; Stadtarchiv Münster | Archivale | 
6HDWKJ56XMACRGNT7AWNMXWHBCFIV4NN | Nikolausgedichte | Archive in NRW; Stadtarchiv Münster | Archivale | 
CQV72QD7SVAPYDRUURC5W3YSSIAYD75X | Schriften der Gesellschaft | Archive in NRW; Stadtarchiv Münster | Archivale | 
EEZ2GAXYGC3YDV37OUQ7WEIQ3EI3LB72 | Liederbücher der Gesellschaft | Archive in NRW; Stadtarchiv Münster | Archivale | 
HORKBEE6S7GGXAG4GTR2RMPEI7AYUEJC | Fotos | Archive in NRW; Stadtarchiv Münster | Archivale | 
JBYYCM5S6SH2DDU6U6RIA6Y4UIDAQRDJ | Geschichte der Gesellschaft | Archive in NRW; Stadtarchiv Münster | Archivale | 
MJTHKOVIT6DT5QRMKO7H76OBPU772GT7 | Mitglieder | Archive in NRW; Stadtarchiv Münster | Archivale | 
NHJSYB36QBVZCC42OW5KFICOSQBJFRD2 | Veranstaltungen | Archive in NRW; Stadtarchiv Münster | Archivale | 
4X4FFPRG7KYFI735LIQPPIV27IMBJ4CJ | Protokolle | Archive in NRW; Stadtarchiv Münster | Archivale | 
2E5WLAXV6Y4BAQIYMF3NLYVI6VBLWNJF | Jubiläumsfeier zum 110-jährigen Bestehen der Gesellschaft | Archive in NRW; Stadtarchiv Münster | Archivale | 
Y5GV5ZMC5GT5PLQI2CSCFW56CFEM36CH | Neues Buch über den Kreis Coesfeld: Krokodile am Fluss und ein Ei im Dorf. Maríon Bayer stellt "Eindrücke einer Landschaft - 70 Zeugnisse der Geschichte im Kreis Coesfeld" vor. "Ich möchte Appetit machen". Maríon Bayer über ihr neues Buch und über Geschichten hinter Bauwerken und Objekten | Archive in NRW; Kreis Coesfeld. Kreisarchiv | Archivale | 
UXALC6VH5CORD5BX4XDDZ4BA56A3EN3S | Gefäß | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Gefäß | Benin; Nigeria; Berlin
7EOWVWXXJROGBCU7OCGSXGHNJAYFRIYV | Rhinland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
D44FVSL6H4CT3FZ6GKJJL6JY2ZUYESCD | Rhinland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
SEMPAJMBURB2QF25EI2XEVTUJEZKRMVZ | Rhinland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
XCSPIQNKWWFMJOMZZSAP2WRIKHV26YWA | Rhinland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
6DSCWR7JWBOQ6QE3JIFUGSEY4WCDBLLH | Jahresberichte und Nikolausgedichte | Archive in NRW; Stadtarchiv Münster | Archivale | 
KBVLNEUFQ6GAHB4IBHFM2OWYQFTQWII4 | Protokolle | Archive in NRW; Stadtarchiv Münster | Archivale | 
NEVG5RGXVN5WZ237UO7IFDE5432KGTWE | Protokolle | Archive in NRW; Stadtarchiv Münster | Archivale | 
TDMVFKKAWQISJNBAKE34YQWUESGY66T5 | Krokodilstränen helfen nicht - Werbespots (I) für notwendige Veränderungen in der Dritten Welt, in unserem Verhältnis zur Dritten Welt, bei uns selbst - 13 Beispiele aus den Bereichen Zeichentrickfilm und Realfilm (Projektspots) | Archiv für Diakonie und Entwicklung; Evangelisches Werk für Diakonie und Entwicklung e.V. | Archivale | 
A22MOZ7OUM4WBGXPWRLQ4B3WSBSCMA34 | Doppelschwanz - Echse | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Goldanhänger | Costa Rica; El General; Pérez Zeledón; San José; Berlin
4NBL6H4H5VOKEEYYM53CHBOHMUKIBRT7 | Den Armen Gerechtigkeit - Werbespots und Filmbeitrag Deutsche Welle TV zum Informieren, zum Einstimmen, zum Provozieren - 18 Beispiele aus den Bereichen Zeichentrick- und Realfilm | Archiv für Diakonie und Entwicklung; Evangelisches Werk für Diakonie und Entwicklung e.V. | Archivale | 
O2AKWE57QRASI7LS75EML7NHZDJ2A3B3 | Im Fliederbusch das Krokodil singt wunderschöne Weisen : e. Spassbastelbuch mit Geschichten von Januar bis Dezember ; mit Gedichten u. anderen Ungereimtheiten, mit nützl. Unsinn u. unnützen Sinnsprüchen, mit Vor-Schlägen und Nach-Richten, mit Unter-Weisungen und Über-Sichten aus allen Gebieten, vor allem d. ganzen Welt | Deutsche Nationalbibliothek |  | Wien, München; Frankfurt am Main
PAKHUFNRIOZHSSTBLWAQV37HLJHU5HXL | Krokodilmumie | Staatliche Kunstsammlungen Dresden. Skulpturensammlung; Staatliche Kunstsammlungen Dresden | Mumie | Arab Republic of Egypt; Dresden
KUKO5ITUBURGVZDKXGE5XZVJXCHW76N3 | Klangstab | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Musikinstrument | Benin; Nigeria; Berlin
UUVVQJMBDFMOL6CIPXTF52W3SWXJLWPT | Du Crocodil. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
B6FPPYLGCM4NLW2GJSM5LLZTY35WABJG | Den Armen Gerechtigkeit - Werbespots für die 37. Aktion und Filmbeitrag Deutsche Welle TV zum Informieren, zum Einstimmen, zum Provozieren - Beispiele aus den Bereichen Zeichentrick- und Realfilm | Archiv für Diakonie und Entwicklung; Evangelisches Werk für Diakonie und Entwicklung e.V. | Archivale | 
7XWDVLFC42RVCB3BQFUIKCMYFCTMTQSI | I. Tenor | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
CQ57GOBZGHDZL4DKE3QTUNTO3NQIBNRL | III. Tenor | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
EBE57F7Z46MABEUSDQ3EYXCWBIF2TSE6 | II. Tenor | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
JMCUJB35WLUAETOV2UBKZSFL4XGLBW5S | Baß | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
L3LIHQ6YJ7TJZPB2HN4WFCRFKIW7CQHV | Bariton | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
M6GW5DNB4YKA7C6CFURDEUNJHEECGU4J | II. Tenor | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Abschnitt (Publikation) | 
AM3FZNK33OXX567X2TXTXLDKHZYC4D2M | Altargruppe | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Plastik | Benin; Nigeria; Berlin
ZS4DXCLTKG6JCQYHR3STSJWFLYFUEGSK | Van eenige Twee-natuurige Dieren, die gemeen zijn in dese Eylanden. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
GCK5T67IBB64Z55MNRF4AY6FVKF23BXJ | Haus-Stein "Au Crocodile" | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Relief | Namur
FR23LTFUZFT4UBHG3JYS7UHMVCK4ANJ4 | Messerset in Krokodilskopfköcher | digiCULT-Verbund eG; Nordfriesland Museum. Nissenhaus | Krummdolch | Ägypten
4IVYABFPXT3W6BBDPYJINWR7VLFREDFW | Nach dem Krieg | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Gemälde | Ort unbekannt
CPAB7HZ2L4R4SOAQWMUDFIZ4DGOYZBDF | Crocodilians : their natural history & captive husbandry ; with chapters on "Origin" and "Evolution of Crocodilians" by Daniela Schwarz ; a chapter on "Systematics of Modern Crocodilians" by Hemmo Nickel and chapters of "Skin and Skin Elementes" and "Tanning Crocodilian Skins" by Karlheinz Fuchs | Deutsche Nationalbibliothek |  | Frankfurt, M.; Frankfurt am Main
QPT4YZEFMO7HWS4QWJBZCMH4BBKZRR7P | "ASIA" [Asien mit Indonesien; Ausschnitt Griechenland - Alaska, Polarkreis - Neuguinea]. Stich. Ca. 1 : 10.000.000. [Amsterdam?]. Gerollt (auf Holzrolle), 167 x 112 cm; thematische Karte mit Einzeichnung von Gebirge, Wald (Bildsymbole), verschiedener länderkundlicher Erläuterungen (Fantasie) und bildlicher Darstellungen (Schiffe, Meerungeheuer, Kämpfer mit Löwe und Krokodil, Tataren usw.), z. T. mit Ländergrenzen; Karte auf Leinen aufgezogen; länderkundliche Übersichtskarte (ungenau). Bem.: ohne Maßstab; mit Meridianskala und Gradeinteilung am Äquator; reiche bildliche Darstellungen: Titel als Podest mit weiblicher Allegorie von Asien; Kartenrand mit abwechselnden Darstellungen von Einwohnern Asiens und von Städten und Festungen; zwei Darstellungen zu den Entdeckungsfahrten von Barents (1596). | Landesarchiv Baden-Württemberg | Archivale | Alaska; Asien; Asien, Städte; Griechenland; Indonesien; Neuguinea; Polarkreis
AX65UI77RWCUETEFT7SVEWVWTS2RMKPU | Fluchtburg | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
DOYFHYDTDGF4RMM2NPNCS3VQNX6W4IDR | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
IQ3267EKZRV6SH2LNDKII575OKNGISFQ | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
V34F5SLIJH3DGM4FG6Q3L5GEVISFGNZE | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
WWODHX6BAQ7IDYUIXXLQZT27TAXYV3SJ | Fluchtburg | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
XNBBJTIDR7X6YED5EJWAW6UEF7RNOI6E | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
Y3XDUVM7MIW3ACOHN3RTDBKUCAC624O3 | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
