object_id,institution_id,museum,inventory_number,object_title_original,object_title_english,classification,species_if_given,provenance,date_period,length,width,other_dimensions,description,whole_or_partial,wrapping_present,head_visible,dorsal_visible,tail_visible,online_record_url,image_urls,image_count,image_license,api_or_iiif,bibliography,source_of_identification,confidence,notes,x_country,x_city,x_other_numbers,x_classification_basis,x_acquisition,x_evidence_type,x_possible_duplicate_of,x_conflicts,x_date_checked,x_agents
INST-FR-002-O155,INST-FR-002,Musée des Confluences,90002020,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice163103193310546062,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002020 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O156,INST-FR-002,Musée des Confluences,90002021,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice113671499676245008,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002021 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O157,INST-FR-002,Musée des Confluences,90002022,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice390664991133321033,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002022 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O158,INST-FR-002,Musée des Confluences,90002023,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice362882716729206122,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002023 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O159,INST-FR-002,Musée des Confluences,90002024,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice289825136932023919,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002024 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O160,INST-FR-002,Musée des Confluences,90002025,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice182789355024278107,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002025 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O161,INST-FR-002,Musée des Confluences,90002026,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice964512756113147422,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002026 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O162,INST-FR-002,Musée des Confluences,90002027,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice208551888919714378,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002027 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O163,INST-FR-002,Musée des Confluences,90002028,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice109097970619573959,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002028 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O164,INST-FR-002,Musée des Confluences,90002029,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice247506309617502879,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002029 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O165,INST-FR-002,Musée des Confluences,90002030,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice505040757156981818,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002030 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O166,INST-FR-002,Musée des Confluences,90002031,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice609434445158445889,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002031 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O167,INST-FR-002,Musée des Confluences,90002032,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice323470478624782047,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002032 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O168,INST-FR-002,Musée des Confluences,90002033,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice740904763266531144,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002033 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O169,INST-FR-002,Musée des Confluences,90002034,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice316402077235652170,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002034 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O170,INST-FR-002,Musée des Confluences,90002035,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice334913425143091482,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002035 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O171,INST-FR-002,Musée des Confluences,90002036,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice150876197319918824,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002036 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O172,INST-FR-002,Musée des Confluences,90002037,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice840985499189907844,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002037 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O173,INST-FR-002,Musée des Confluences,90002038,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice170270649745221180,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002038 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O174,INST-FR-002,Musée des Confluences,90002039,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice547185535379497406,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002039 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O175,INST-FR-002,Musée des Confluences,90002040,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice120273457587167445,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002040 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O176,INST-FR-002,Musée des Confluences,90002041,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice147052201768154382,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002041 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
INST-FR-002-O177,INST-FR-002,Musée des Confluences,90002042,Bébé crocodile momifié,UNKNOWN,F,UNKNOWN,Afrique / Égypte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dénomination: momie d'animal; Préparation: Spécimen momifié,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://portail.museedesconfluences.fr/notice333960586881737511,UNKNOWN,0,UNKNOWN,NO (HTML portal only),UNKNOWN,Musée des Confluences official collections portal (portail.museedesconfluences.fr) [france],CONFIRMED,"MdC dimension convention is 'H. x L. x P.'; for elongated crocodiles the long axis may be given as P. (e.g. 90001391 'H. 25 cm x L. 266 cm x P. 32 cm' vs 90001372 'H. 6 cm x L. 9 cm x P. 85 cm'), so 'length' is left as printed in other_dimensions",FR,Lyon,MHNL 90002042 (form used in publications),Official title only (no description; photo not inspected),Origine indéterminée,OFFICIAL_DB,UNKNOWN,,2026-09-24,france
