institution_id,museum,city,country,official_collection_url,crocodile_mummies_confirmed,minimum_confirmed_objects,possible_additional_holdings,inventory_numbers_known,evidence_type,evidence_urls,scholarly_catalogue,online_images,image_license,api_available,iiif_available,confidence,date_checked,notes,x_museum_original_name,x_object_rows,x_object_rows_confirmed,x_stated_counts,x_api_url,x_iiif_url,x_agents
INST-IT-005,"Museo Zoologico, Centro Musei delle Scienze Naturali e Fisiche, Università di Napoli Federico II",Napoli,IT,http://www.cmsnf.it/category/collezioni/museo-zoologico/,YES,2,Same Panceri 1873-74 expedition was run with Museo Civico di Storia Naturale di Milano - Milan may have received El-Maabdeh crocodiles too (lead),UNKNOWN,MONOGRAPH; OFFICIAL_WEBPAGE,https://www.sidestone.com/openaccess/9789088907722.pdf; http://web.archive.org/web/20220419124440/http://www.cmsnf.it/le-mummie-dellantico-egitto/,UNKNOWN,YES,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,Collected by Paolo Panceri in the Maabdeh (Samoun) caves 1873-74. Scholarly statement of current holding but no inventory number or examination; southern_europe agent to verify on cmsnf.it. | Live official site cmsnf.it returned 520 (curl) and 401 (WebFetch) on 2026-09-24; text read from Wayback Machine snapshot (2022). Page is WordPress post category 'museo-zoologico'; heads on display in vetrina 7. Some third-party summaries attribute them to the Anthropology museum - the official page category is Museo Zoologico.,"Museo Zoologico, Musei Scientifici dell'Università di Napoli Federico II; Museo Zoologico - Centro Musei delle Scienze Naturali e Fisiche (CMSNF), Università degli Studi di Napoli Federico II",1,1,"2 (mummified crocodile heads) (Baber 2019, Creatures of Earth, Water, and Sky p. 75 n. 32 (citing http://www.cmsnf.it/le-mummie-dellantico-egitto/)) [literature] | 2 mummified Nile crocodile heads (CMSNF page 'Le mummie dell'antico egitto' (Wayback snapshot 20220419124440)) [southern_europe]",UNKNOWN,UNKNOWN,literature;southern_europe
INST-JP-001,"The Ancient Egyptian Museum, Shibuya",Tokyo,JP,https://www.egyptian.jp/outline.html,YES,1,"collection of >1000 objects (official outline page); only the touring-exhibition selection (~200 objects) is published; other animal mummies in the checklist: falcon, fish, cat head, ibis reliquary",UNKNOWN (exhibition cat. no. 63 only),OFFICIAL_CATALOGUE,https://hhmoa.jp/past-special/8823/; https://hhmoa.jp/wp-content/uploads/2023/06/古代エジプト美術館展_目録.pdf; https://www.city.iwaki.lg.jp/www/contents/1678241250601/simple/aem_list.pdf; https://banbi.pref.niigata.lg.jp/wp-content/uploads/egypt_list.pdf; https://akita-kinbi.jp/wp-content/uploads/2025/05/古代エジプト美術館展作品リスト.pdf; https://www.egyptian.jp/outline.html,"UNKNOWN (touring exhibition catalogue 古代エジプト美術館展, not checked)",NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"CONFIRMED for a class E object only (painted plaster mask for the head of a crocodile mummy, Ptolemaic); no crocodile mummy itself found. Private museum (founder Dr Tadashi Kikugawa, chief curator Dr Robert S. Bianchi), Shibuya, Tokyo; open by reservation.",古代エジプト美術館（渋谷）,1,1,UNKNOWN,UNKNOWN,UNKNOWN,east_asia
INST-JP-002,Tokyo National Museum,Tokyo,JP,https://colbase.nich.go.jp/?locale=ja (ColBase); https://webarchives.tnm.jp/imgsearch/; https://colbase.nich.go.jp/,YES,1,"TJ-1887 '鰐' (東洋考古, 1個, no data) — nature unknown, could be an Egyptian crocodile figure or a mummy; needs checking with TNM curators",TJ-2390,OFFICIAL_DB; NATIONAL_PORTAL,https://colbase.nich.go.jp/collection_items/tnm/TJ-2390; https://jpsearch.go.jp/api/item/cobas-152082; https://jpsearch.go.jp/api/item/search/jps-cross?keyword=%E9%B0%90%E6%9C%A8%E4%B9%83%E4%BC%8A; https://jpsearch.go.jp/item/cobas-152082; https://colbase.nich.go.jp/collection_items/tnm/TJ-2390 (JavaScript app; content not rendered to curl),UNKNOWN,NO,ColBase/Japan Search: TNM data typically CC BY via ColBase terms; no image for this object | No image online; Japan Search rights flag for the record: ccby | Japan Search rights facet ccby (applies to metadata/contents; no image present),YES,UNKNOWN,CONFIRMED,2026-09-24,"TNM Egyptian holdings (TJ numbers, 東洋考古) include gifts from Egyptian Antiquities Service (1904), University of Pennsylvania and the Metropolitan Museum, and Momose donation. Only one crocodile mummy record found in ColBase searches (鰐, 木乃伊, ミイラ, エジプト, 動物, セベク, クロコダイル). | Title-only record '鰐木乃伊' (crocodile mummy), Egypt, 1 piece, gift. TNM Image Archives (webarchives.tnm.jp/imgsearch, param q) have no image of TJ-2390 (searched 鰐木乃伊, TJ-2390, 鰐, ワニ, ミイラ, 木乃伊). East-Asia agent may hold further detail.",東京国立博物館,1,1,UNKNOWN,https://jpsearch.go.jp/api/item/search/jps-cross (Japan Search API; ColBase records republished); https://jpsearch.go.jp/api/item/ (Japan Search); ColBase API https://colbase.nich.go.jp/colbaseapi/v2/ (needs x-api-key),UNKNOWN,east_asia;portals_world
INST-LT-001,National Museum of Lithuania,Vilnius,LT,UNKNOWN,YES,1,UNKNOWN,IM 4979,PEER_REVIEWED,https://doi.org/10.15388/ArchLit.2023.24.7,"Snitkuvienė, A. 2011. Lietuva ir Senovės Egiptas. Kaunas",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,nordic_baltic agent to check LIMIS / museum DB,UNKNOWN,1,1,at least 2 individuals (3 fragments) in one lot (Piombino-Mascali et al. 2023 Archaeologia Lituana 24: 115-123) [literature],UNKNOWN,UNKNOWN,literature
INST-NL-003,Allard Pierson (University of Amsterdam),Amsterdam,NL,https://www.allardpierson.nl/collectie,YES,1,UNKNOWN,UNKNOWN (APM number not found; full text not read),MONOGRAPH,https://doi.org/10.59641/a1d7x8y9z0; https://www.sidestone.com/books/animal-mummies,"B. van den Bercken (ed.), Animal Mummies. From Research to Outreach at the Allard Pierson (Leiden: Sidestone 2025), chapters 'Crocodile Mummy' (M. Hoogmoed & B. van den Bercken) and 'Options for the Conservation and Restoration of the Allard Pierson Crocodile Mummy' (W. Bolderman & A. Serrano)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,"Evidence = publisher abstract + table of contents (read); abstract: 'analysis of the crocodile skeleton brings the identification of mummified crocodile species a step further'; keywords include 'Crocodylus suchus', 'crocodile mummy', 'CT-scan'. Full text in Sidestone encrypted online reader (not read). Allard Pierson object DB not reachable (Nuxt site; not on Europeana).",Allard Pierson - De collecties van de Universiteit van Amsterdam,1,1,UNKNOWN,UNKNOWN,UNKNOWN,benelux_alpine
INST-NL-001,Museon-Omniversum,The Hague,NL,https://cc.museon-omniversum.nl/,YES,1,UNKNOWN,8258,NATIONAL_PORTAL; IIIF,https://www.europeana.eu/item/2021657/resource_document_museon_8258; https://hdl.handle.net/21.12123/140213; provider: https://hdl.handle.net/21.12123/140213,UNKNOWN,YES,In Copyright (http://rightsstatements.org/vocab/InC/1.0/) | Europeana edm:rights http://rightsstatements.org/vocab/InC/1.0/ | In Copyright (rightsstatements.org InC 1.0),YES,YES,CONFIRMED,2026-09-24,"Educational museum in The Hague. Official CollectionConnection page is JS-rendered; record read via Europeana (dataset 2021657). Other animal mummies in same dataset: falcon, cat, fish. | Provenance stated: Krokodilopolis (Arsinoë), Fayum. Provider page (cc.museon-omniversum.nl) responded 200 but was not parsed.",Museon-Omniversum (formerly Museon); Museon,1,1,UNKNOWN,https://api.europeana.eu/record/v2/2021657/resource_document_museon_8258.json; Europeana dataset 2021657,https://iiif.europeana.eu/presentation/2021657/resource_document_museon_8258/manifest (Europeana-generated); https://iiif.europeana.eu/presentation/2021657/resource_document_museon_8258/manifest,benelux_alpine;portals_europe
INST-NL-002,National Museum of Antiquities (Rijksmuseum van Oudheden),Leiden,NL,https://www.rmo.nl/collectie/collectiezoeker/,YES,9,"AMM 16h found via Collectie Nederland OAI (not in Europeana). The reference chains (Leemans 1840 N 28-33, Boeser 1907 E.XLV.24-29, Raven/Taconis 2005 cat. 113-119) have one gap each (N 30 / E.XLV.25 / cat. 115), plausibly AMM 16h (unverified). RMO own DB blocked by Cloudflare, so further crocodile items (eggs, bundles) not in the portals cannot be excluded. | AMM 16 series letters b-f, j etc. not seen in portals",AMM 16a; AMM 16g; AMM 16h; AMM 16i; AMM 16k; CI 260; F 1998/11.3; masks F 1987/1.1; F 1987/1.2; F 1998/11.3 (replica 'req.34' excluded; F 1969/2.10 is a statuette); F 1987/1.1,NATIONAL_PORTAL; IIIF,https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_AMM16a; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_CI260; https://hdl.handle.net/21.12126/21747; https://www.collectienederland.nl/api/oai-pmh/?verb=GetRecord&metadataPrefix=edm&identifier=dcn_rijksmuseum-van-oudheden_1035; https://data.collectienederland.nl/api/search/v2/?q=krokodil%20mummie&format=json&rows=10; provider: https://hdl.handle.net/21.12126/21747; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_AMM16g; https://hdl.handle.net/21.12126/549; provider: https://hdl.handle.net/21.12126/549; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_AMM16i; https://hdl.handle.net/21.12126/2767; provider: https://hdl.handle.net/21.12126/2767; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_AMM16k; https://hdl.handle.net/21.12126/550; provider: https://hdl.handle.net/21.12126/550; https://hdl.handle.net/21.12126/537; provider: https://hdl.handle.net/21.12126/537; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_F1998_11_3; https://hdl.handle.net/21.12126/22712; provider: https://hdl.handle.net/21.12126/22712; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_F1987_1_1; https://hdl.handle.net/21.12126/22212; https://www.europeana.eu/item/2021606/resource_document_rijksmuseum_van_oudheden_F1987_1_2; https://hdl.handle.net/21.12126/22230; https://hdl.handle.net/21.12126/1035; https://www.collectienederland.nl/detail/foldout/void_edmrecord/dcn_rijksmuseum-van-oudheden_1035; Collectie Nederland doc dcn_rijksmuseum-van-oudheden_1035,"M.J. Raven & W.K. Taconis, Egyptian Mummies. Radiological Atlas of the Collections in the National Museum of Antiquities at Leiden (Turnhout 2005), cat. 113-119; Leemans, Description raisonnée (1840); Boeser, Catalogus (1907)",YES,"CC BY 4.0 (edmRights http://creativecommons.org/licenses/by/4.0/; dc:rights 'Creative Commons By-licensie: bron: Rijksmuseum van Oudheden, Leiden') | Europeana edm:rights http://creativecommons.org/licenses/by/4.0/ (dc:rights 'Creative Commons By-licensie: bron: Rijksmuseum van Oudheden, Leiden') | CC BY 4.0 (edmRights); 'Creative Commons By-licensie: bron: Rijksmuseum van Oudheden, Leiden' | CC BY 4.0 (edmRights) | CC BY 4.0 (edm:rights http://creativecommons.org/licenses/by/4.0/)",YES,YES,CONFIRMED,2026-09-24,"Official RMO collection search, topstuk page ('Mummie van een krokodil') and news page ('Egyptian giant crocodile mummy is full of surprises') all return HTTP 403 (Cloudflare) to curl/WebFetch; data taken from RMO records republished on Europeana; handles hdl.handle.net/21.12126/* redirect to rmo.nl/collectie/collectiezoeker/collectiestuk/?object=N. | rmo.nl returns 403 to curl/WebFetch; evidence from Europeana + Collectie Nederland only.",Rijksmuseum van Oudheden,9,9,UNKNOWN,https://api.europeana.eu/record/v2/search.json (Europeana dataset 2021606; RMO own site not machine-accessible); Europeana dataset 2021606; Collectie Nederland API,https://iiif.europeana.eu/presentation/2021606/resource_document_rijksmuseum_van_oudheden_AMM16a/manifest (Europeana-generated IIIF); https://iiif.europeana.eu/presentation/2021606/resource_document_rijksmuseum_van_oudheden_AMM16a/manifest (Europeana-generated),benelux_alpine;portals_europe
INST-NO-001,"Museum of Cultural History, University of Oslo",Oslo,NO,https://digitaltmuseum.no/0210213468154/krokodillemumie; https://digitaltmuseum.no/owners/KHMUIO-E,YES,1,"Egyptian collection (owner KHMUIO-AE on DigitaltMuseum, 3637 records) has 13 'mumie' records incl. unidentified animal mummies c47685 (no description, classified Fauna) and c47684 (small wrapped bundle, 'Mangler del av hodet') - none identified as crocodile.",UEM3648,NATIONAL_PORTAL; OFFICIAL_API,https://digitaltmuseum.no/0210213468154/krokodillemumie; https://api.dimu.org/artifact/uuid/41de148f-ca6e-4e8f-84a0-a3b20471ce53; https://digitaltmuseum.no/0210213468154,UNKNOWN,NO,UNKNOWN (no image; 'Contact owner for more information') | no image; licence field 'Contact owner for more information',YES,NO,CONFIRMED,2026-09-24,"Ethnographic register lists a 'krokodillemumie' (UEM3648) transferred from the Zootomical Museum via Prof. Chr. Boeck; origin recorded as unknown place, Egypt not stated - hence PROBABLE. | Record 'krokodillemumie' from the Zootomical Museum via Prof. Chr. Boeck; place 'Ukjent Sted' - Egyptian origin not stated. The museum also has an Egyptian collection (not checked here).","Kulturhistorisk museum, Universitetet i Oslo; Kulturhistorisk museum, Universitetet i Oslo (Etnografi)",1,1,UNKNOWN,https://api.dimu.org/api/solr/select (DigitaltMuseum); https://api.dimu.org/artifact/uuid/41de148f-ca6e-4e8f-84a0-a3b20471ce53,UNKNOWN,nordic_baltic;portals_europe
INST-NO-002,University Museum of Bergen,Bergen,NO,https://digitaltmuseum.no/0210112448750/etnografisk-samling-gjenstandsfoto; https://digitaltmuseum.no/owners/UMUIB-F,YES,1,"Two cat mummy photos in the same series (Bf_DiE_000070, 000071); object records of the ethnographic collection not found online for the crocodile.","UNKNOWN (photos Bf_DiE_000068, Bf_DiE_000069)",NATIONAL_PORTAL; OFFICIAL_API,https://digitaltmuseum.no/0210112448750/etnografisk-samling-gjenstandsfoto; https://digitaltmuseum.no/0210112448751/etnografisk-samling-gjenstandsfoto; https://digitaltmuseum.no/0210112448750,UNKNOWN,YES,"CC BY-SA | CC BY-SA (DigitaltMuseum licence code 'by-sa', photographer Svein Skare) | CC BY-SA ('Attrbution-ShareAlike (CC BY-SA)' on DigitaltMuseum; API code 'by-sa')",YES,NO,CONFIRMED,2026-09-24,"Museum's own object photographs of its ethnographic collection show an Egyptian 'Mumie av Krokodille' (resin-coated hatchling, unwrapped). Object number not published. | Only object photographs ('Etnografisk samling gjenstandsfoto', motif 'Mumie av Krokodille', depicted place Egypt) - object record/inventory number not found; photo viewed shows an unwrapped crocodile mummy.","Universitetsmuseet i Bergen; Universitetsmuseet i Bergen, Universitetet i Bergen",2,1,UNKNOWN,https://api.dimu.org/api/solr/select; https://api.dimu.org/artifact/uuid/3132f573-5696-4d98-93c6-53ba8b0ce302,UNKNOWN,nordic_baltic;portals_europe
INST-NZ-001,Auckland War Memorial Museum,Auckland,NZ,https://www.aucklandmuseum.com/discover/collections/record/563692; https://www.aucklandmuseum.com/discover/collections,YES,2,"None found: DigitalNZ search text=mummy within Auckland Museum = 35 records, only 1 crocodile mummy (others: cat, bird mummies, cloth, portraits)",13061; 13061 (ethnology),NATIONAL_PORTAL,https://api.digitalnz.org/v3/records/39611220.json; https://www.aucklandmuseum.com/discover/collections/record/563692; https://api.digitalnz.org/records/39611220.json; https://api.digitalnz.org/records.json?text=crocodile+mummy; https://www.aucklandmuseum.com/discover/collections/record/563692 (HTTP 403 to curl/WebFetch),UNKNOWN,YES,"© Auckland Museum CC BY 4.0 | © Auckland Museum CC BY 4.0 (as republished by DigitalNZ) | © Auckland Museum CC BY 4.0 (DigitalNZ rights field) | © Auckland Museum CC BY 4.0 (DigitalNZ 'rights'; usage: Share, Modify, Use commercially)",YES,UNKNOWN,CONFIRMED,2026-09-24,"Museum site 403 during session; evidence via DigitalNZ republication of the museum's own record. | Museum web record and API blocked (403); record confirmed through DigitalNZ national portal only. Other DigitalNZ Auckland hits: statuette Sobek (563738), amulets Sobek (854275, 854271), figurine reptile (509615) — not mummies.",Auckland War Memorial Museum Tāmaki Paenga Hira; Tāmaki Paenga Hira,2,2,UNKNOWN,https://api.aucklandmuseum.com (blocked 403 during session); DigitalNZ API https://api.digitalnz.org/v3/records.json; https://api.aucklandmuseum.com (returned 403 'Too many requests' on 2026-09-24); DigitalNZ API republishes records,UNKNOWN,canada_oceania;portals_world
