date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,IT,la,collezioni.museoegizio.it,description=Crocodylus,"Museo Egizio, Torino",0 hits,UNKNOWN,southern_europe
2026-09-24,IT,it,collezioni.museoegizio.it,description=Falsa mummia; title=Sarcofago di mummia animale,"Museo Egizio, Torino","7 falsa mummia hits (Cat. 2247-2249; not described as crocodile); 47 animal-mummy coffins, none for crocodile",UNKNOWN,southern_europe
2026-09-24,IT,it,collezioni.museoegizio.it,provenance=Kom Ombo / Fayyum / Tebtynis / Medinet Madi,"Museo Egizio, Torino","Kom Ombo 0; Fayyum 0; Tebtynis 71 (inlays, vases, statue; no mummies); Medinet Madi 0",UNKNOWN,southern_europe
2026-09-24,IT,it,collezioni.museoegizio.it detail pages,"13 crocodile detail pages + Provv. 6125/01, 6125/15 (it-IT and en-GB)","Museo Egizio, Torino","fields extracted to raw/museoegizio_croc_details_it.jsonl; Provv. 6125/15 = birds, rodents, frogs, cat (no crocodile)",UNKNOWN,southern_europe
2026-09-24,IT,en,WebSearch,"""The animal mummies of the Museo Egizio"" Ikram Aicardi Facchetti crocodile","Museo Egizio, Torino",found full PDF of monograph on shop.museoegizio.it (466 pp.); crocodile chapter 8.12 cat. Nos. 149-163 (15 entries),UNKNOWN,southern_europe
2026-09-24,IT,it,"Lombardia Beni Culturali (reperti-archeologici search, intestazione)",intestazione=coccodrillo,Civico Museo Archeologico di Milano,"3 hits, all bronze crocodile amulets/statuettes (G0350-00199, G0350-00327, G0350-00273); no mummies",site omits intermediate cert; fetched with CA bundle + GlobalSign AlphaSSL 2025 intermediate from secure.globalsign.com,southern_europe
2026-09-24,IT,it,Lombardia Beni Culturali,intestazione=mummia; intestazione=mummia animale; intestazione=Sobek; zoologia intestazione=coccodrillo / Crocodylus,UNKNOWN,0 hits each,UNKNOWN,southern_europe
2026-09-24,IT,it,Lombardia Beni Culturali site search,q=coccodrillo,UNKNOWN,"18 hits: 12 photos, 2 prints, 1 painting, 3 archaeological bronzes (Milan CMA); no mummies",UNKNOWN,southern_europe
2026-09-24,IT,it,museoarcheologicomilano.it / milanocastello.it,Egyptian collection pages (curl + WebFetch),Civico Museo Archeologico di Milano / Castello Sforzesco Sezione Egizia,403 blocked (both WebFetch and curl),UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch,mummia di coccodrillo Castello Sforzesco Museo Egizio Milano,UNKNOWN,no crocodile mummy evidence for Milan; general pages only,UNKNOWN,southern_europe
2026-09-24,IT,en,WebSearch,"""0.9.41359"" OR ""E 0.9.41359"" crocodile Milan",UNKNOWN,0 relevant,UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch + WebFetch mediterraneoantico.it,Medinet Madi coccodrilli mummificati Vogliano Università di Milano,UNKNOWN,exhibition 'Milano in Egitto' at Museo Archeologico Milano; Medinet Madi temple finds at CMA Milano; no crocodile mummy mention,UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch,"""mummia di coccodrillo"" museo",UNKNOWN,leads: PatER Modena Museo Civico (id_card=229798); Venice MSN MSNVE-6864; MAF Firenze blog tag coccodrillo; Naples Centro Musei Scienze Naturali (2 heads from El-Maabdeh),UNKNOWN,southern_europe
2026-09-24,IT,it,"catalogo.beniculturali.it (Catalogo generale dei Beni Culturali, ICCD) HTML search",mummia coccodrillo; coccodrillo; coccodrilli; mummia; mummia animale,UNKNOWN,"'mummia coccodrillo' 0; 'coccodrillo' 2122 (1916 paleontology, 28 archaeological, 4 zoology); 'mummia' 78 (no animal mummies); 'mummia animale' 1 (Inca textile); 'coccodrilli' 39 (photos etc.)",script scripts/cgbc_search.py,southern_europe
2026-09-24,IT,it,catalogo.beniculturali.it,"coccodrillo, typology=Reperti archeologici (28) and typology=Beni naturalistici-Zoologia (4)",UNKNOWN,"28 archaeological = coins, lamps, amulets, statuettes, balsamarium; 4 zoology = taxidermy specimens (Bologna Palazzo Poggi 0800688426/27, 3.80 m 'imbalsamazione'; 1300288066; 1600302460). No mummies",UNKNOWN,southern_europe
2026-09-24,IT,it,PatER bbcc.regione.emilia-romagna.it,"loadcard.do?id_card=229798 (curl, WebFetch, printcard, ibc host)",Museo Civico di Modena,403 Forbidden on all hosts/endpoints (site-level block),UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch,Museo Civico Modena mummia coccodrillo Santoni collezione egizia; bbcc.regione.emilia-romagna.it pater coccodrillo mummia,Museo Civico di Modena,official PDF + Comune press releases confirm 3 small embalmed crocodiles from el-Maabda (Tacchini/Santoni 1882); PatER cards 229798 and 229629 found by search only,UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch + curl visitmuve.it + msn.visitmuve.it PDF,"""MSNVE-6864"" coccodrillo mummia Miani; Bollettino Museo di Storia Naturale di Venezia Miani mummie coccodrillo Manfalut",Museo di Storia Naturale di Venezia,"2 crocodile mummies MSNVE-6863, 6864 confirmed (MUVE page + Reggiani 2009 PDF); ResearchGate figure page 403",UNKNOWN,southern_europe
2026-09-24,IT,it,"cmsnf.it (curl, WebFetch) + Wayback Machine (archive.org availability API + web.archive.org id_ snapshot via curl)",le-mummie-dellantico-egitto page,Museo Zoologico CMSNF Napoli,"live 520/401; Wayback 2022 snapshot: 2 mummified Nile crocodile heads from El-Maabdeh, Panceri 1873-74, vetrina 7",UNKNOWN,southern_europe
2026-09-24,IT,it,WebSearch,Napoli Museo di Antropologia Federico II teste di coccodrillo mummificate El-Maabdeh spedizione 1873,Centro Musei Scienze Naturali Napoli,confirms 2 heads (secondary summaries); no inventory numbers,UNKNOWN,southern_europe
2026-09-24,IT,it,museocivicomodena.it PDF (pymupdf text + page render),mae3-egitto-insegnanti.pdf,Museo Civico di Modena,"text + photo p.4 of 3 small crocodiles (2 wrapped with old labels '72'/'78', 1 unwrapped)",UNKNOWN,southern_europe
2026-09-24,IT,it,museoarcheologiconazionaledifirenze.wordpress.com (MAF official blog) tag/coccodrillo,tag coccodrillo,Museo Archeologico Nazionale di Firenze,1 post 'Le mummie animali del MAF' (65 animal mummies; crocodile photo credited to Pisa thesis),UNKNOWN,southern_europe
2026-09-24,IT,it,etd.adm.unipi.it (Pisa ETD) PDF,Tezzele 2014 thesis (text extracted),Museo Archeologico Nazionale di Firenze,"12 crocodile mummies Cat. 15-26, inv. 2647-2653, 14294-14298, with X-ray results",UNKNOWN,southern_europe
2026-09-24,VA,it,catalogo.museivaticani.va (CollectiveAccess) + museivaticani.va site search,coccodrillo; mummie animali; mummia coccodrillo,Musei Vaticani,catalogue timeout; site search 0/2/0 hits; no crocodile mummy evidence,UNKNOWN,southern_europe
2026-09-24,ES,es,CERES ceres.mcu.es,record MAN 15123 (GET) ; simple search 'momia cocodrilo' (POST),Museo Arqueológico Nacional,record fetched OK; simple search returned 429 Too Many Requests,UNKNOWN,southern_europe
2026-09-24,ES,it;es;pt;ca,"Europeana Search API (wskey api2demo), no country filter",mummia coccodrillo | coccodrillo mummificato | momia cocodrilo | cocodrilo momificado | múmia crocodilo | crocodilo mumificado | mòmia cocodril,UNKNOWN,2 / 0 / 3 / 0 / 0 / 0 / 0 hits; only relevant: MAN Madrid 15123 'Momia de cocodrilo' (others: Pisa print of Osiris on crocodile; MAN bandage 2001/101/1 and statuette),script scripts/europeana.py; covers IT/ES/PT providers,southern_europe
2026-09-24,IT,it,Europeana API qf=COUNTRY:Italy,coccodrillo (262); mummia animale (1); mummia (48); Crocodylus niloticus (0),UNKNOWN,no crocodile mummies among Italian providers' records (first 100 rows checked for mummy terms),UNKNOWN,southern_europe
2026-09-24,ES,es,Europeana API qf=COUNTRY:Spain,"cocodrilo (230); momia animal (11); momia (214, first 100); Crocodylus niloticus (4)",UNKNOWN,"only crocodile mummy = MAN 15123; MAN also has ibis (15105, 1873/22/1) and falcon (15213) mummies",UNKNOWN,southern_europe
2026-09-24,PT,pt,Europeana API qf=COUNTRY:Portugal,crocodilo (7); múmia (2); Crocodylus niloticus (0),UNKNOWN,no mummy hits,UNKNOWN,southern_europe
2026-09-24,MT,en,Europeana API qf=COUNTRY:Malta,crocodile,UNKNOWN,0 hits,UNKNOWN,southern_europe
2026-09-24,US,English,WebSearch,Tebtunis crocodile mummies Hearst Museum Grenfell Hunt papyri,Hearst Museum; Bancroft Library,"9 hits: Berkeley Library history page, Berkeley News 2021 (19 crocodile mummies and parts at Hearst)",UNKNOWN,toponyms
2026-09-24,US,English,WebSearch,Tebtunis crocodile mummy museum collection,Hearst Museum,"9 hits: Berkeley news, Met 570752 (sacred animal mummy of crocodile)",Met lead for usa_northeast,toponyms
2026-09-24,US,English,WebFetch news.berkeley.edu/2021/03/02/crocodile-mummies/,crocodile mummies,Hearst Museum,19 crocodile mummies and mummy parts; 5-513 adult with 30 babies,UNKNOWN,toponyms
2026-09-24,US,English,WebSearch,"""Hearst Museum"" crocodile mummy Tebtunis ""5-513""",Hearst Museum,"portal record links for 6-20100, 6-21629a-d, 6-21629d",UNKNOWN,toponyms
2026-09-24,US,English,Hearst portal Blacklight JSON,"q=crocodile (231 hits, 3 pages)",Hearst Museum,"c. 21 crocodile mummy/fragment records; plus amulets, figures",HTML portal 403 for non-browser UA; JSON OK with browser UA,toponyms
2026-09-24,US,English,Hearst portal Blacklight JSON,q=Crocodylus,Hearst Museum,22 hits; same crocodile mummies plus stone crocodile figure 6-21637,UNKNOWN,toponyms
2026-09-24,US,English,Hearst portal Blacklight JSON,q=reptile mummy,Hearst Museum,"2 hits: 5-590, 5-592 (X-ray: crocodile or lizard)",UNKNOWN,toponyms
2026-09-24,US,English,Hearst portal Blacklight JSON,q=Tebtunis mummy,Hearst Museum,57 hits: crocodile mummies as above; snake mummies 6-20127/8; human mummies/masks,UNKNOWN,toponyms
2026-09-24,US,English,Hearst portal Blacklight JSON,q=Sobek,Hearst Museum,"10 hits; only glazed crocodile figure 6-20960 relevant, no mummies",UNKNOWN,toponyms
2026-09-24,IT,Italian,WebSearch,Tebtynis mummia di coccodrillo museo Anti Bagnani scavi,Museo Egizio Turin,"hits: Rivista Museo Egizio (Tebtynis sculptures in Turin via Museo Nazionale Romano), Turin Cat_2351_02 crocodile mummy, MSNVE-6864 crocodile mummy (Venice natural history museum, ResearchGate figure), Pinterest MANN Naples crocodile with young","Leads: Venice MSNVE, MANN Naples",toponyms
2026-09-24,FR,French,WebSearch,Tebtynis momies de crocodiles nécropole Gallazzi Hadji-Minaglou,IFAO/Tebtynis mission,"hits: BAEFE Tebtynis 2024 campaign, IFAO Tebtynis page, Revue archéologique 2025; snippet: 5 complete crocodiles + 1 wrapped head from necropolis (kept in Egypt)",UNKNOWN,toponyms
2026-09-24,IT,Italian,Museo Egizio online collection,title=coccodrillo,Museo Egizio Turin,0 hits (title field is controlled),UNKNOWN,toponyms
2026-09-24,IT,Italian,Museo Egizio online collection,description=coccodrillo,Museo Egizio Turin,"35 hits (statues, amulets, papyri + crocodile mummies)",UNKNOWN,toponyms
2026-09-24,IT,Italian,Museo Egizio online collection,description=mummia di coccodrillo,Museo Egizio Turin,"14 hits: 12 crocodile mummies/parts (Cat. 2351/01-02, 2353/10-11, Provv. 1443, 1444, 1447, 1458/n.8, n.9, n.12, 1461/n.16, 1462), bird bundle with croc skin Provv. 1515/03, 1 papyrus; only 2353/10-11 have provenance (Luxor/Tebe ?)",UNKNOWN,toponyms
2026-09-24,FR,English,WebSearch,Kom Ombo crocodile mummies museum Lortet Gaillard Lyon Musée des Confluences,Musée des Confluences,"hits: PLoS 2023 Qubbat al-Hawa, PLoS 2020 Berruyer, JAS 2019 Porcier; Lyon MHNL 90001591 Kom Ombo",UNKNOWN,toponyms
2026-09-24,EG,English,WebSearch,"""Kom Ombo"" crocodile mummy museum collection provenance",Crocodile Museum Kom Ombo; British Museum,"hits: egymonuments.gov.eg Crocodile Museum, tourism sites, History Blog (BM crocodile)",UNKNOWN,toponyms
2026-09-24,UNKNOWN,English,curl journals.plos.org,10.1371/journal.pone.0279137 full text,several,"Full text read: BM EA 38562 (Kom Ombo), Lyon MHNL 90001591 (Kom Ombo), Manchester 1772, Yale Peabody hatchlings, Lyon ~300 crocodile mummies",UNKNOWN,toponyms
2026-09-24,GB,English,curl + WebFetch britishmuseum.org,Y_EA38562,British Museum,403 Cloudflare challenge,UNKNOWN,toponyms
2026-09-24,GB,English,WebSearch,"""Scanning Sobek"" Anderson Antoine crocodile British Museum EA 38562 Kom Ombo",British Museum,"hits: BM IRO repository record, ResearchGate PDF (403), History Blog, BM ITP blog",UNKNOWN,toponyms
2026-09-24,GB,English,BM IRO DSpace API,items/21051da1-... bundles,British Museum,"metadata only, no file",UNKNOWN,toponyms
2026-09-24,FR,English,curl PMC7034907,Berruyer 2020 full text,Musée des Confluences,MHNL 90001850 provenance Esna or Kom Ombo,UNKNOWN,toponyms
2026-09-24,FR,English,WebSearch,"""MHNL 90001591"" crocodile Kom Ombo",Musée des Confluences,"hits: ScienceDirect (403), AUC Fount abstract (OK), CNRS ASM news (503)",UNKNOWN,toponyms
2026-09-24,FR,French,curl collections.museedesconfluences.fr,home page,Musée des Confluences,TLS verification failure via proxy,left for France agent,toponyms
2026-09-24,EG,English,WebFetch + curl egymonuments.gov.eg,Crocodile Museum page,Crocodile Museum Kom Ombo,"WebFetch 503; curl OK: opened 2012, longest 4.30 m, smallest 2 m, fetuses, eyes, teeth; tomb model of Shutb cemetery; brochure PDF /media/8055/crocodile-en-web.pdf",egypt agent already recorded this museum,toponyms
2026-09-24,EG,English,WebSearch,Manfalut crocodile mummies caves Maabdeh travellers museum collection nineteenth century,several,"hits: Nongbri blog (Harris Homers), Aufrère chapter, Macquarie paper, Met 570752, Brooklyn 3124",UNKNOWN,toponyms
2026-09-24,EG,English,WebSearch,"""crocodile"" mummy ""Manfalut"" museum",Brooklyn; Met; Venice MSNVE,"Brooklyn 37.1365E (Manfalut), Met 90.6.115, Venice Miani 1862 Manfalut; fandom wiki result ignored",UNKNOWN,toponyms
2026-09-24,US,English,curl + WebFetch brooklynmuseum.org,opencollection/objects/3124,Brooklyn Museum,429 Too Many Requests (both),retry later,toponyms
2026-09-24,US,English,Met Collection API,objects/570752,The Metropolitan Museum of Art,"90.6.115 crocodile mummy possibly Manfalut, Gift of James Douglas 1890",UNKNOWN,toponyms
2026-09-24,US,English,Met Collection API search,crocodile mummy,The Metropolitan Museum of Art,7 hits: 90.6.115 mummy; 12.182.33 mask (Fayum); rest bracelets/amulets/rope,UNKNOWN,toponyms
2026-09-24,US,English,Met Collection API search,Manfalut,The Metropolitan Museum of Art,2 hits: 90.6.115; 04.2.813 rope from Manfalut crocodile mummy cave,UNKNOWN,toponyms
2026-09-24,US,English,Met Collection API search,Sobek; crocodile; Kom Ombo; Tebtunis; Hawara; Maabda,The Metropolitan Museum of Art,Sobek 24 (statues); crocodile 653 (not screened); Kom Ombo 3 (photos); Tebtunis 0; Hawara 113 (portraits etc.); Maabda 0,UNKNOWN,toponyms
2026-09-24,EG,English,WebFetch brentnongbri.com,Harris Homers and the crocodile pit of Maabdeh,British Museum,BM Harris papyri found in crocodile pit at Ma'abdeh 1849/1854; no crocodile-mummy holdings named,UNKNOWN,toponyms
2026-09-24,FR,French,WebSearch,Samoun grottes crocodiles momies Maabdeh musée collection,MAH Geneva; Institut Calvet; Bohusläns Museum,"hits: MAH Geneva D 0241 'Momie de crocodile', Institut Calvet node 2137, HAL Acolat 2024, egyptophile blog; snippet: Colladon gave crocodile mummies to MAH 1836; Bohusläns Museum 2 Maabdeh mummies",UNKNOWN,toponyms
2026-09-24,FR,French,HAL API,halId_s:hal-04731010 ; crocodile AND momie,HAL,"Acolat 2024 (abstract only); 6 HAL docs incl. Porcier 2019, Berruyer 2020, Hertzog 2023, Anduze 2025 full texts",UNKNOWN,toponyms
2026-09-24,FR,English,HAL PDF,Porcier et al. 2019 full text,Musée des Confluences,"MHNL 90001591 Kom Ombo (el-Shatb?, Lortet 1909), heads MHNL 90001839-41 Kom Ombo, Manchester MM9 1772 provenance unknown, BM EA 38562 Kom Ombo 3.84 m",UNKNOWN,toponyms
2026-09-24,FR,English,HAL PDF,Hertzog et al. 2023 full text,Musée des Confluences,"Lyon has 303 crocodile mummies, most from Esna; skulls 90001840, 90001841",UNKNOWN,toponyms
2026-09-24,FR,English,HAL PDF,Anduze et al. 2025 full text,Musée des Confluences?,crocodile samples An4/An5 (corpus B) - no inventory numbers in text extracted,UNKNOWN,toponyms
2026-09-24,UNKNOWN,English,WebSearch,Petrie Museum crocodile mummy UC Hawara OR Lahun OR Fayum,Petrie Museum,NOT PERFORMED: session WebSearch budget exhausted (200/200),From here on no WebSearch available; used DB/API queries and WebFetch only,toponyms
2026-09-24,UNKNOWN,English,WebSearch,Medinet Madi Narmouthis crocodile mummies eggs hatchlings Vogliano Bresciani museum,UNKNOWN,NOT PERFORMED: WebSearch budget exhausted,UNKNOWN,toponyms
2026-09-24,CH,French,curl + WebFetch mahmah.ch,collection/oeuvres/momie-de-crocodile/d-0241,Musée d'art et d'histoire Genève,bot-mitigation JS redirect; no content,lead to benelux_alpine,toponyms
2026-09-24,FR,French,curl institutcalvet.fr,node/2137 Momie de crocodile,Institut Calvet Avignon,"general text only (Kom Ombo, El-Maabdeh mentioned generically); no provenance for object",France agent has A100,toponyms
2026-09-24,UNKNOWN,English,"Griffith Institute TopBib PDFs pm4.pdf, pm5.pdf, pm6.pdf (full text)",crocodile / crocodile-cemetery / Ma'abda / Samun,Topographical Bibliography,"PM IV: Hawara 'Crocodile-Cemetery' (Dyn. XII tomb chapels, Petrie Kahun pp.14-18); Tebtunis footnote: papyri from crocodile mummy wrappings (Grenfell & Hunt; Spiegelberg Cat. Caire); El-Ma'abda Grotto (scene only). No museum locations of crocodile mummies listed in PM IV-VI (1st ed.)",TopBib 1st ed. does not index animal mummies,toponyms
2026-09-24,GB,English,"UCL Collections Online (simple search, Petrie db)",crocodile mummy,Petrie Museum,"3 hits: UC6985 (crocodile-shaped mummy, Lahun) + 2 bandage fragments",UNKNOWN,toponyms
2026-09-24,GB,English,UCL Axiell wwwopac API (petrie),description=crocodile*,Petrie Museum,"245 hits; animal remains/mummies: UC6984 (not mummified), UC6985, UC6986, UC55008 (Lahun), UC71994, UC71664 (desiccated heads), UC71609 skull, UC28257I teeth (Hawara)",UNKNOWN,toponyms
2026-09-24,GB,English,UCL Axiell wwwopac API (zoology),description=mumm* ; description=Egypt*,UCL Grant Museum of Zoology,2 + 1 hits; no Egyptian crocodile mummy,UNKNOWN,toponyms
2026-09-24,UNKNOWN,English,OpenAlex API,search=crocodile mummy,UNKNOWN,Rate limit exceeded (shared IP budget exhausted),UNKNOWN,toponyms
2026-09-24,UNKNOWN,English/French/German/Italian,Crossref API query.bibliographic,crocodile mummy; crocodile mummies Egypt; mummified crocodile; momies de crocodiles; Krokodilmumien; mummie di coccodrillo; crocodile necropolis Sobek; crocodile cemetery Egypt,several,"relevant: Akoris niches (Orient 2026), Hawara crocodile imaging (CRE 2014), Kyiv crocodile (Archaeologia Lituana 2025), Berruyer thesis DOI, Hekkala 2011/2020, Chudzik 2022, Hawara crocodile bones 2011",UNKNOWN,toponyms
2026-09-24,JP,English,J-STAGE PDF,Shimizu 2026 Orient 61 full text,Graeco-Roman Museum Alexandria; Akoris Chapel E; Cairo,Theadelphia crocodile mummy on litter in Alexandria; Akoris mummies in Chapel E; Abou-Seif 1926 sent Akoris mummies to Cairo,UNKNOWN,toponyms
2026-09-24,GB,English,ORA Oxford,Molcho crocodile (thesis search),University of Oxford ORA,404 / 403,thesis not retrieved,toponyms
2026-09-24,UA,English,journals.vu.lt PDF,Yanish et al. 2025 full text,Kyiv-Pechersk Lavra; Odesa; Dnipro,KPL Arh-826 confirmed; OAM and Dnipro named as holders of Ukraine's 4 crocodile mummies,UNKNOWN,toponyms
2026-09-24,UNKNOWN,English,Artefacts of Excavation static archive (Griffith Institute),"home; excavated-artefacts; excavations-index; 13 season pages (Hawara, Lahun, Medinet el-Faiyum, Gebelein, Bacchis, Karanis, Kasr el-Banat, Theadelphia, Umm el-Baragat, Dimai)",EES/BSAE distribution,Season pages list distribution destinations but no 'crocodile' text; archival distribution documents not read,UNKNOWN,toponyms
2026-09-24,GB,en,WebSearch,Manchester Museum crocodile mummy collection online,Manchester Museum,"Hits: museum collections page, egyptmanchester.wordpress.com blog post 'Investigating Animal Mummies (I): Crocodiles at Hawara'",UNKNOWN,uk_north
2026-09-24,GB,en,museumcollections.manchester.ac.uk (Manchester Museum collection online),https://museumcollections.manchester.ac.uk/search?q=crocodile,Manchester Museum,403 Cloudflare challenge (curl and WebFetch),DB blocked,uk_north
2026-09-24,GB,en,www.museum.manchester.ac.uk site search,https://www.museum.manchester.ac.uk/search?q=crocodile,Manchester Museum,2 hits: exhibition page 'Gifts for the Gods: Animal Mummies Revealed' (mentions mummified crocodiles generically); Koma Land figurines (irrelevant),UNKNOWN,uk_north
2026-09-24,GB,en,WordPress search egyptmanchester.wordpress.com,"crocodil (site search, all pages)",Manchester Museum,10 posts; relevant: 2015-07-16 Hawara crocodiles (EA 19/2 caption); 2012-06-30 CT of crocodile mummy with head injury; 2025-05-01 Garnett 'crocodile (possibly mummified)',"curator blog, candidate-only",uk_north
2026-09-24,GB,en,"WordPress ancientegyptbiobank.wordpress.com (sitemap, all 64 posts fetched)",crocodil / croc / museum names,Ancient Egyptian Animal Bio Bank blog,"Crocodile mentions: Birmingham Museum 2.1 m crocodile (2016-05-10); Oxford object card 'Mummy of baby crocodile' (2016-01-25); Plymouth City Museum 15 mummies incl. crocodiles (2013-04-03); scans of crocodiles (2014-05-28). Museums visited: World Museum Liverpool, Warrington (4 mummies), West Park Macclesfield (8 incl. 3 coffin masks), Marischal Aberdeen (18 animal mummies), Bolton, Perth, Kelvingrove",blog = candidate-only,uk_north
2026-09-24,GB,en,WebSearch,"Atherton-Woolham ""Imaging ancient Egyptian crocodile mummies from Hawara""",UNKNOWN,Research Explorer record (no full text); PLOS/other crocodile papers,UNKNOWN,uk_north
2026-09-24,GB,en,research.manchester.ac.uk (Pure),"student theses search 'crocodile mummies', 'animal mummies'",University of Manchester,403 blocked,UNKNOWN,uk_north
2026-09-24,GB,en,Crossref API,"query.author=McKnight, query.bibliographic='animal mummies Egyptian'",UNKNOWN,"~20 relevant works listed (PoA 2014, RadioGraphics 2015, DAACH 2024, JASR 2015, Heritage 2025, Antiquity 2019, etc.)",UNKNOWN,uk_north
2026-09-24,GB,en,ojs.utlib.ee (Papers on Anthropology),doi 10.12697/poa.2014.23.1.01 PDF,Manchester Museum; Touchstones Rochdale; Bolton Museum,"Full text: 3 crocodile bundles (AEABB071 Manchester; AEABB137, AEABB140 Rochdale) + bird bundle with crocodile remains (AEABB095 Bolton)",UNKNOWN,uk_north
2026-09-24,GB,en,pubs.rsna.org; manchesterhive.com; degruyter.com; sciencedirect.com,McKnight et al. 2015 RadioGraphics; McKnight & Atherton-Woolham 2016 MUP chapter; McKnight et al. 2024 DAACH,UNKNOWN,all 403/blocked,UNKNOWN,uk_north
2026-09-24,GB,en,WebSearch,"crocodile ""Manchester Museum"" ""1772"" skull injury blunt force mummification",Manchester Museum,snippet: 'crocodile from the Manchester Museum collection (Accession no. 1772)' from McKnight et al. 2024 DAACH (not openable),UNKNOWN,uk_north
2026-09-24,GB,en,WebSearch,"""Animal Bio Bank"" Manchester crocodile mummy museum loaned scanned",UNKNOWN,"Bio Bank site (mummies.manchester.ac.uk, unreachable: connection reset/503), Antiquity project gallery, Newsweek on Birmingham crocodile, Bio Bank blog",UNKNOWN,uk_north
2026-09-24,GB,en,WebSearch,Birmingham Museums crocodile mummy 2005.335,Birmingham Museum and Art Gallery,UoM news + press coverage confirm 2005.335 (2.2 m),UNKNOWN,uk_north
2026-09-24,GB,en,birminghammuseums.org.uk search,https://www.birminghammuseums.org.uk/search?q=crocodile,Birmingham Museum and Art Gallery,403 (curl and WebFetch),UNKNOWN,uk_north
2026-09-24,GB,en,Birmingham Museums DAMS (Asset Bank),crocodile; crocodile mummy; Sobek; 2005.335; mummy; animal mummy,Birmingham Museum and Art Gallery,"crocodile: 7 assets (cippus of Horus 1969W3075, others login-only), no crocodile mummy; other queries 0 relevant",UNKNOWN,uk_north
2026-09-24,GB,en,manchester.ac.uk news,crocs-deadly-last-meal; how-the-last-meal-of-a-3000-year-old-egyptian-crocodile,Birmingham Museum and Art Gallery,"2005.335, 2.2/2.23 m, scanned May 2016",UNKNOWN,uk_north
2026-09-24,GB,en,WebSearch,Bolton Museum Egyptology collection online search crocodile mummy,Bolton Museum,boltonlams.co.uk collections/Egyptology pages; link to boltonsegypt.co.uk collection search,UNKNOWN,uk_north
2026-09-24,GB,en,boltonsegypt.co.uk (Bolton's Egypt online collection),crocodile; crocodiles; Sobek; Crocodylus,Bolton Museum,crocodile: 24 hits (14 crocodile mummies + amulets/cippi/sticks/lantern slide); crocodiles 0 new; Sobek 1 (amulet BOLMG:1975.448); Crocodylus 0,script scripts/bolton_scrape.py,uk_north
2026-09-24,GB,en,boltonsegypt.co.uk,animal mummy; mummified animal; reptile; hatchling; Kom Ombo; Tebtunis; mummy bundle; kestrel; falcon; hawk; bird mummy; mummified bird,Bolton Museum,no additional crocodile mummies; bird mummies listed; no record matching AEABB095,UNKNOWN,uk_north
2026-09-24,GB,en,boltonlams.co.uk site search,https://www.boltonlams.co.uk/search?query=crocodile,Bolton Museum,404,UNKNOWN,uk_north
2026-09-24,GB,en,WebSearch,Touchstones Rochdale Egyptian collection crocodile mummy,Touchstones Rochdale,no online DB; collection stored at Rochdale Arts and Heritage Resource Centre; no crocodile hits beyond PoA 2014,UNKNOWN,uk_north
2026-09-24,GB,en,liverpoolmuseums.org.uk search (Next.js front end),crocodile mummy,World Museum (National Museums Liverpool),client-rendered; found public Solr index index.liverpoolmuseums.org.uk,UNKNOWN,uk_north
2026-09-24,GB,en,NML Solr index.liverpoolmuseums.org.uk/select (collection/artifact),crocodile; crocodiles; Crocodylus; Sobek; animal mummy; hatchling; Hawara; Kom Ombo; Tebtunis,World Museum (National Museums Liverpool),crocodile 92 hits (37 crocodile mummy/egg/fragment records); Crocodylus 2; Sobek 18; animal mummy 1622 (first 500 retrieved); hatchling 1; Hawara 98; Kom Ombo 10; Tebtunis 0 - no further crocodile mummies beyond 'crocodile' set,raw/nml_solr_all.jsonl,uk_north
2026-09-24,GB,en,NML Drupal JSON:API content.liverpoolmuseums.org.uk/jsonapi/node/artifact,filter[field_number]= each of 37 accession numbers,World Museum (National Museums Liverpool),"37 records retrieved (provenance, publications, images)",raw/nml_crocodile_jsonapi.jsonl; intermittent HTTP 500 handled by retry,uk_north
2026-09-24,GB,en,Glasgow Museums Collections Navigator (mweb),crocodile; crocodile mummy; mummified crocodile; crocodile mummified,Glasgow Museums,crocodile 125 (not paged); crocodile mummy 5 (1 mummy 1902.116.bi + 4 tooth records); mummified crocodile 1 (scarab),UNKNOWN,uk_north
2026-09-24,GB,en,curl probe of collection DB URLs,collections.durham.ac.uk; nms.ac.uk collection search; gla.ac.uk hunterian collectionssearch; collections.twmuseums.org.uk; yorkmuseumstrust search; collections.museums-sheffield.org.uk; abdn.ac.uk/museums/collections; museum.ie; nationalmuseumsni.org; garstang.liverpool.ac.uk,several,Durham/TWAM/Sheffield/Garstang: no connection (000); NMS & museum.ie 403; Hunterian & Aberdeen 404 (wrong URLs); York 200 (not parsed); NMNI 200 (not searched),WebSearch budget exhausted at this point,uk_north
2026-09-24,GB,en,British Museum Collection Online (curl + WebFetch),https://www.britishmuseum.org/collection/search?keyword=crocodile&keyword=mummy,British Museum,"403 blocked (Cloudflare challenge, cf-mitigated: challenge) for both curl and WebFetch; object pages also 403",Workaround: Wayback Machine archived copies of object pages (scripts/bm_wayback.py),uk_south
